model,lookback,future,pos,val,temp,mse_T,mse_L,mae_T,mae_L,rmse_T,rmse_L,mape_T,mape_L,R2_T,R2_L,mspe,rse
Autoformer,24,96,FALSE,FALSE,FALSE,0.82452208,46.52951037,0.5968107,5.41526355,0.908032,6.82125431,0.0745294,0.63295428,0.95809568,-1.37826624,0.00963639,0.20536159
Autoformer,24,192,FALSE,FALSE,FALSE,1.50274515,39.74212746,0.83962119,4.87580831,1.22586501,6.30413574,0.10492335,0.55199104,0.92009854,-1.17018575,0.01742363,0.28663751
Autoformer,24,336,FALSE,FALSE,FALSE,3.05184722,41.3917623,1.18470085,5.13101049,1.74695373,6.433643,0.14631867,0.61242426,0.81188578,-1.53558639,0.03286584,0.44815055
Autoformer,24,720,FALSE,FALSE,FALSE,5.98389339,43.23743662,1.7089386,5.52114734,2.44619989,6.57551797,0.21934138,0.71002537,0.52397601,-2.34746603,0.07221512,0.70153886
Autoformer,48,1,FALSE,FALSE,FALSE,0.13778804,20.22092579,0.22585197,3.06116697,0.37119812,4.49676837,0.02889015,0.28674473,0.99284353,0.00075798,0.00162818,0.08459593
Autoformer,48,12,FALSE,FALSE,FALSE,0.14534181,28.89607347,0.23666523,3.80415091,0.38123721,5.37550681,0.03092821,0.37143161,0.99248787,-0.43288171,0.00178895,0.08670891
Autoformer,48,24,FALSE,FALSE,FALSE,0.30674815,29.08427034,0.33929262,3.89125266,0.55384851,5.39298344,0.04236354,0.3965474,0.98422264,-0.44772654,0.00343091,0.12571312
Autoformer,48,96,FALSE,FALSE,FALSE,0.78953677,37.60669966,0.60133201,4.68752604,0.8885588,6.13243016,0.07762716,0.51706436,0.95661525,-0.93093043,0.0100886,0.20978382
Autoformer,48,192,FALSE,FALSE,FALSE,1.56227744,39.5239051,0.85429943,4.87526715,1.24991095,6.28680404,0.10819387,0.55110252,0.90857419,-1.16902899,0.01828212,0.30879921
Autoformer,48,336,FALSE,FALSE,FALSE,3.3424499,43.04915138,1.26442182,5.27952461,1.82823682,6.56118521,0.15603472,0.6310838,0.79924568,-1.65258717,0.03624416,0.46192649
Autoformer,48,720,FALSE,FALSE,FALSE,6.2832737,42.91237467,1.75912321,5.51253481,2.50664592,6.55075375,0.22230478,0.70498371,0.5137205,-2.34195164,0.07357655,0.71031904
Autoformer,72,1,FALSE,FALSE,FALSE,0.16246149,20.1400304,0.24541162,3.09760624,0.40306512,4.48776452,0.02930634,0.29492606,0.9916946,0.00029018,0.0015992,0.09113398
Autoformer,72,12,FALSE,FALSE,FALSE,0.26719582,27.316656,0.32505479,3.69310977,0.5169099,5.22653384,0.04095509,0.3584656,0.98639314,-0.36069459,0.0029792,0.11666501
Autoformer,72,24,FALSE,FALSE,FALSE,0.50823641,28.01195628,0.45522523,3.7870956,0.71290702,5.29263226,0.05462747,0.38124208,0.97423433,-0.40068633,0.00541727,0.16059271
Autoformer,72,96,FALSE,FALSE,FALSE,0.8903749,47.12671715,0.6482656,5.45393438,0.94359678,6.86489018,0.08186832,0.62779382,0.95229006,-1.43128087,0.0108201,0.21949689
Autoformer,72,192,FALSE,FALSE,FALSE,1.80194604,40.05382178,0.93495548,4.93344162,1.34236586,6.32880888,0.11746565,0.55679928,0.89729859,-1.20949563,0.02087781,0.3262651
Autoformer,72,336,FALSE,FALSE,FALSE,3.47179461,42.64392916,1.28244126,5.23906672,1.86327529,6.53023194,0.15479815,0.61837525,0.79694989,-1.64320063,0.03614118,0.46420521
Autoformer,72,720,FALSE,FALSE,FALSE,6.41890717,42.61228923,1.78642023,5.48086165,2.53355622,6.52780892,0.22231114,0.69364525,0.50857987,-2.33827518,0.07277218,0.709557
Autoformer,96,1,FALSE,FALSE,FALSE,0.22119281,20.63223619,0.27568668,3.11823538,0.4703114,4.54227214,0.03466105,0.29184361,0.98885079,-0.02885935,0.00231472,0.10558981
Autoformer,96,12,FALSE,FALSE,FALSE,0.48955297,27.34132565,0.44497818,3.66917578,0.69968063,5.22889335,0.05202505,0.35094364,0.97536028,-0.36818528,0.0046986,0.15697446
Autoformer,96,24,FALSE,FALSE,FALSE,0.68768555,28.65645269,0.56646091,3.86554285,0.8292681,5.35317221,0.07263087,0.39010178,0.96544664,-0.43958657,0.00936533,0.1859086
Autoformer,96,96,FALSE,FALSE,FALSE,0.96045846,47.40337938,0.67227393,5.48407396,0.98002982,6.88501121,0.08377037,0.62879741,0.94953443,-1.45737267,0.01138869,0.22543238
Autoformer,96,192,FALSE,FALSE,FALSE,1.81771648,41.23444692,0.93170732,5.05820508,1.34822714,6.42140537,0.11526103,0.57418435,0.89931893,-1.28676523,0.02032906,0.32279402
Autoformer,96,336,FALSE,FALSE,FALSE,3.73463583,43.01177381,1.33492696,5.28233183,1.93252063,6.55833621,0.16454992,0.62151412,0.75474669,-1.681904,0.04023018,0.51011819
Autoformer,96,720,FALSE,FALSE,FALSE,5.98246527,44.92295854,1.74710536,5.68839683,2.44590783,6.70245914,0.22417617,0.72333162,0.4901951,-2.54025604,0.07348902,0.71868318
Autoformer,120,1,FALSE,FALSE,FALSE,0.56148762,20.63696798,0.48898587,3.13882134,0.7493248,4.54279297,0.0574171,0.29520084,0.97186357,-0.03412878,0.00568802,0.16773917
Autoformer,120,12,FALSE,FALSE,FALSE,0.65093291,27.66947736,0.53362048,3.71019988,0.80680412,5.26017845,0.0636219,0.35480014,0.96526424,-0.39147149,0.00686989,0.18640253
Autoformer,120,24,FALSE,FALSE,FALSE,0.67786247,28.85943391,0.53539097,3.88838934,0.82332402,5.37209772,0.06431504,0.39110718,0.96394171,-0.45702472,0.00681645,0.18993706
Autoformer,120,96,FALSE,FALSE,FALSE,1.09040093,47.46790162,0.73122412,5.50411395,1.04422259,6.88969532,0.08905993,0.62906335,0.94339482,-1.47317004,0.01226494,0.23843546
Autoformer,120,192,FALSE,FALSE,FALSE,1.88739884,43.77434734,0.97072053,5.27314519,1.37382638,6.61621851,0.12046254,0.60337177,0.8972371,-1.44109625,0.02184673,0.3246268
Autoformer,120,336,FALSE,FALSE,FALSE,3.85368347,43.19979929,1.3484323,5.30455039,1.96308005,6.57265542,0.16310826,0.6207642,0.75589279,-1.70997302,0.03982646,0.50987619
Autoformer,120,720,FALSE,FALSE,FALSE,6.44361496,44.02271757,1.81043398,5.60356778,2.53842759,6.63496176,0.22859441,0.7017832,0.47088917,-2.49003733,0.07734253,0.73687184
Autoformer,144,1,FALSE,FALSE,FALSE,0.49565244,20.2534404,0.46429783,3.13248545,0.70402586,4.50038225,0.05622735,0.29627039,0.97377146,-0.02016195,0.00574063,0.16195227
Autoformer,144,12,FALSE,FALSE,FALSE,0.56895822,28.36974531,0.47410306,3.75257345,0.7542932,5.32632569,0.0572207,0.35551191,0.97000394,-0.43413732,0.00581124,0.17318507
Autoformer,144,24,FALSE,FALSE,FALSE,0.5286417,31.18888104,0.4759993,4.13152926,0.72707748,5.58470062,0.05839637,0.42297983,0.97224689,-0.58273785,0.0057102,0.16660914
Autoformer,144,96,FALSE,FALSE,FALSE,1.14154208,36.9779553,0.74757034,4.66928282,1.06842971,6.0809502,0.09413955,0.50359884,0.93606227,-0.93672523,0.01345175,0.2548357
Autoformer,144,192,FALSE,FALSE,FALSE,1.97909677,41.05782635,0.98783273,5.04771195,1.40680373,6.40763813,0.12312393,0.56441163,0.88064387,-1.30290237,0.02280652,0.35163325
Autoformer,144,336,FALSE,FALSE,FALSE,4.1689086,43.81880434,1.41559923,5.36067098,2.04179049,6.61957735,0.16851681,0.62405845,0.74304834,-1.76566885,0.04208721,0.5222429
Autoformer,144,720,FALSE,FALSE,FALSE,6.60912848,44.77265539,1.8296994,5.68117229,2.57082248,6.69123721,0.22442971,0.71047259,0.46960352,-2.57061841,0.07467301,0.7372995
Autoformer,168,1,FALSE,FALSE,FALSE,0.41627854,20.809161,0.38189781,3.17234164,0.6451965,4.56170593,0.04518376,0.29729463,0.97830749,-0.05330587,0.00396889,0.14728376
Autoformer,168,12,FALSE,FALSE,FALSE,0.77962685,27.74077115,0.58839715,3.71228161,0.88296479,5.26695084,0.06987907,0.34918811,0.95951611,-0.40897036,0.00848283,0.20119895
Autoformer,168,24,FALSE,FALSE,FALSE,0.51168811,29.81359668,0.48075658,3.98055424,0.71532381,5.46018284,0.05814892,0.39788248,0.97353902,-0.52019175,0.00550459,0.16270086
Autoformer,168,96,FALSE,FALSE,FALSE,1.50730503,38.57460464,0.86707628,4.82364841,1.22772348,6.21084573,0.10905599,0.52406123,0.91764248,-1.03124567,0.01861833,0.28854543
Autoformer,168,192,FALSE,FALSE,FALSE,2.17963243,42.32697456,1.02827942,5.17655835,1.47635782,6.50591843,0.12434845,0.5817086,0.87077341,-1.38844205,0.02333636,0.36308956
Autoformer,168,336,FALSE,FALSE,FALSE,4.24250174,44.16592922,1.44363284,5.39766565,2.05973339,6.6457452,0.17170955,0.62566264,0.7450774,-1.80493228,0.04347287,0.51943207
Autoformer,168,720,FALSE,FALSE,FALSE,7.02502441,44.76205173,1.90026045,5.67412641,2.65047622,6.69044481,0.23181182,0.70302659,0.44950084,-2.59115331,0.07825429,0.75119197
Autoformer,192,1,FALSE,FALSE,FALSE,0.54828244,20.65980548,0.42317548,3.17987618,0.74046099,4.54530587,0.04794153,0.29865884,0.97181016,-0.0511954,0.00459133,0.16789831
Autoformer,192,12,FALSE,FALSE,FALSE,1.0328083,28.39394811,0.67538512,3.79354327,1.01627171,5.3285972,0.07657819,0.36014958,0.9469565,-0.45003185,0.00964043,0.230312
Autoformer,192,24,FALSE,FALSE,FALSE,0.60461318,29.8439423,0.52862114,4.0175957,0.77756876,5.46296095,0.06412391,0.40424312,0.96899261,-0.53022171,0.00660605,0.17610916
Autoformer,192,96,FALSE,FALSE,FALSE,1.5675571,48.73881335,0.9139567,5.64106048,1.25202119,6.98131888,0.11326265,0.6404665,0.91571998,-1.5809641,0.01878103,0.29107034
Autoformer,192,192,FALSE,FALSE,FALSE,2.13947821,41.52532906,1.0295645,5.11968682,1.46269548,6.44401498,0.12530428,0.56960615,0.87799636,-1.35792258,0.02337343,0.35443214
Autoformer,192,336,FALSE,FALSE,FALSE,4.00370121,44.51755194,1.3864795,5.43548781,2.00092506,6.67214748,0.16876423,0.62737224,0.73193613,-1.84528342,0.04289623,0.53521031
Autoformer,192,720,FALSE,FALSE,FALSE,6.18517399,44.24911214,1.79756582,5.63388302,2.48700094,6.65200061,0.22515474,0.69142389,0.46338983,-2.57190875,0.07425468,0.73988271
Autoformer,336,1,FALSE,FALSE,FALSE,1.78105474,22.00626032,0.73412913,3.35860615,1.33456159,4.69108306,0.07532533,0.31335273,0.90127852,-0.16207234,0.01225683,0.31419975
Autoformer,336,12,FALSE,FALSE,FALSE,1.11891997,31.80423194,0.7294665,4.1496498,1.05779016,5.63952409,0.08682133,0.39479363,0.93819051,-0.68598092,0.01203142,0.24861485
Autoformer,336,24,FALSE,FALSE,FALSE,0.93769795,30.82675217,0.70539212,4.13344284,0.96834803,5.55218445,0.08743733,0.40427769,0.94839269,-0.64110479,0.01180323,0.22721072
Autoformer,336,96,FALSE,FALSE,FALSE,1.20939672,40.52472599,0.76658142,5.03237646,1.09972572,6.36590339,0.09216141,0.53040947,0.92871788,-1.22700378,0.0136441,0.26886865
Autoformer,336,192,FALSE,FALSE,FALSE,2.27124619,46.69081909,1.04824436,5.58933267,1.50706542,6.83306806,0.12179528,0.61557273,0.85475485,-1.74987568,0.02318796,0.38663998
Autoformer,336,336,FALSE,FALSE,FALSE,3.6061976,47.08436829,1.39190698,5.68121936,1.89899909,6.86180503,0.17983259,0.63669754,0.75748001,-2.12912275,0.05265676,0.49865863
Autoformer,336,720,FALSE,FALSE,FALSE,6.82615995,46.34875944,1.94424736,5.82978211,2.61269212,6.80799232,0.23149818,0.68915342,0.39796021,-2.89031367,0.07540761,0.76889926
Autoformer,504,1,FALSE,FALSE,FALSE,1.37836838,22.66166456,0.76229095,3.49471701,1.17403936,4.76042693,0.07486749,0.32205595,0.92413156,-0.24734809,0.00921119,0.27544227
Autoformer,504,12,FALSE,FALSE,FALSE,1.22388923,31.1475936,0.76392645,4.16319861,1.10629523,5.58100292,0.0797305,0.38392538,0.92842667,-0.72067469,0.00938437,0.26754457
Autoformer,504,24,FALSE,FALSE,FALSE,1.50095236,38.35998789,0.84936756,4.83616068,1.22513366,6.19354405,0.0881023,0.4751341,0.91242308,-1.12740928,0.01189371,0.29592246
Autoformer,504,96,FALSE,FALSE,FALSE,3.23445153,44.09711059,1.2645154,5.37759215,1.7984581,6.64056553,0.13521352,0.5537729,0.81532571,-1.52479973,0.02807724,0.43047926
Autoformer,504,192,FALSE,FALSE,FALSE,2.71114635,50.11018785,1.24636865,5.91654037,1.6465559,7.07885498,0.15517271,0.63359446,0.83390935,-2.08306845,0.03724173,0.4086822
Autoformer,504,336,FALSE,FALSE,FALSE,4.26428556,50.46267146,1.47749615,6.01094068,2.0650146,7.10370829,0.17205636,0.65609155,0.69258106,-2.50291052,0.04478691,0.5653432
Autoformer,504,720,FALSE,FALSE,FALSE,5.81409359,50.26999774,1.79518783,6.18951243,2.4112432,7.09013383,0.20632495,0.70637673,0.40312773,-3.44163681,0.06161544,0.73967278
Autoformer,672,1,FALSE,FALSE,FALSE,4.09465885,24.78846052,1.33983231,3.77370225,2.02352643,4.97880111,0.13666955,0.34433769,0.7618508,-0.42973496,0.03020224,0.48800531
Autoformer,672,12,FALSE,FALSE,FALSE,2.83101106,33.72084149,1.21304417,4.49956762,1.68256092,5.80696491,0.12210863,0.4162761,0.83548356,-0.95064606,0.02158302,0.40559721
Autoformer,672,24,FALSE,FALSE,FALSE,1.86252034,34.07273285,1.04755485,4.55080805,1.3647418,5.83718535,0.11933661,0.42573923,0.89186119,-0.97736766,0.02048038,0.32882559
Autoformer,672,96,FALSE,FALSE,FALSE,3.60282135,57.37251016,1.38811541,6.47972556,1.89810991,7.57446435,0.15401192,0.6778579,0.78173981,-2.42736835,0.03530822,0.46849394
Autoformer,672,192,FALSE,FALSE,FALSE,3.68496275,54.47512179,1.49526906,6.30104248,1.91962564,7.38072637,0.18122672,0.65702079,0.75461183,-2.48561096,0.0505989,0.49417394
Autoformer,672,336,FALSE,FALSE,FALSE,3.72862196,54.07485435,1.51957512,6.3528162,1.93096399,7.35356066,0.19177787,0.67411313,0.69491974,-2.92888812,0.05549184,0.55282921
Autoformer,672,720,FALSE,FALSE,FALSE,5.44080067,58.8678818,1.84092736,6.88540398,2.33255243,7.67254077,0.23414946,0.76246607,0.36856304,-4.59735391,0.09105812,0.75513023
Autoformer,720,1,FALSE,FALSE,FALSE,5.21547413,25.06102179,1.63541043,3.81691936,2.28374124,5.00609846,0.16093244,0.34600971,0.68213832,-0.46024661,0.03816587,0.56379223
Autoformer,720,12,FALSE,FALSE,FALSE,2.73389864,34.40071608,1.10640156,4.59269459,1.65345049,5.86521236,0.10360955,0.42434427,0.83401444,-1.01042337,0.0164693,0.40741557
Autoformer,720,24,FALSE,FALSE,FALSE,4.07113457,36.31317048,1.35952473,4.75310024,2.0177052,6.02604103,0.12574627,0.44445021,0.75379978,-1.12882455,0.02449351,0.49620795
Autoformer,720,96,FALSE,FALSE,FALSE,2.73480964,44.2283154,1.24678922,5.43632315,1.65372598,6.65043723,0.15023938,0.52930363,0.82126752,-1.66678442,0.03768728,0.42372602
Autoformer,720,192,FALSE,FALSE,FALSE,3.55041718,51.19102535,1.40403485,6.04089553,1.88425505,7.15479038,0.15561385,0.61200871,0.74620074,-2.3115069,0.03490599,0.50792736
Autoformer,720,336,FALSE,FALSE,FALSE,7.91447306,55.4961919,2.09207654,6.47547763,2.81326723,7.44957663,0.21239229,0.68120799,0.399663,-3.09436454,0.06392446,0.77893853
Autoformer,720,720,FALSE,FALSE,FALSE,4.22584867,58.93668477,1.70075226,6.90915395,2.05568695,7.67702317,0.22118121,0.7537201,0.49331092,-4.75283013,0.07768771,0.65290564
Autoformer,6,1,FALSE,FALSE,TRUE,0.01905344,22.71725917,0.08344778,3.26342594,0.13803419,4.7662626,0.011021,0.30418733,0.99905784,-0.1141709,0.00024565,0.03069468
Autoformer,6,12,FALSE,FALSE,TRUE,0.10292382,30.2251693,0.19325522,3.95064699,0.32081741,5.4977422,0.02482947,0.39707129,0.99491938,-0.4877434,0.00122558,0.07129443
Autoformer,6,24,FALSE,FALSE,TRUE,0.17974448,36.21624823,0.25583461,4.49454182,0.42396283,6.0179937,0.0341051,0.47761096,0.99049874,-0.78943637,0.00236084,0.09769093
Autoformer,6,96,FALSE,FALSE,TRUE,0.73574495,40.52538905,0.55110466,4.88667086,0.85775578,6.36595547,0.06942108,0.54471183,0.96229841,-1.06461054,0.00871309,0.1950597
Autoformer,6,192,FALSE,FALSE,TRUE,1.37965858,42.26388754,0.79004884,5.04681375,1.17458868,6.50106818,0.09907467,0.57399499,0.92564861,-1.29958871,0.0159547,0.27736038
Autoformer,6,336,FALSE,FALSE,TRUE,2.8952539,42.58745289,1.14405966,5.21056669,1.70154452,6.52590629,0.14309271,0.62250737,0.81775639,-1.5977062,0.03186925,0.44174674
Autoformer,6,720,FALSE,FALSE,TRUE,5.70901251,42.35727723,1.66960013,5.43351554,2.38935399,6.50824686,0.21800755,0.69699783,0.53627013,-2.26485984,0.0713797,0.69143325
Autoformer,12,1,FALSE,FALSE,TRUE,0.02156366,22.30022835,0.09058737,3.24987702,0.14684568,4.72231176,0.01247286,0.30796756,0.99893512,-0.09507607,0.00029429,0.03263251
Autoformer,12,12,FALSE,FALSE,TRUE,0.1203433,24.92671737,0.20889415,3.45528276,0.34690532,4.99266636,0.02657854,0.33150226,0.99406989,-0.22830085,0.00136847,0.07702513
Autoformer,12,24,FALSE,FALSE,TRUE,0.18866713,27.07595306,0.26291856,3.71479464,0.4343583,5.20345588,0.03481975,0.37804118,0.9900829,-0.33925669,0.00239111,0.09977035
Autoformer,12,96,FALSE,FALSE,TRUE,0.77937347,44.31974373,0.57266933,5.18576481,0.88282132,6.65730754,0.07178693,0.58955644,0.96018625,-1.26036707,0.00916386,0.20035668
Autoformer,12,192,FALSE,FALSE,TRUE,1.42548823,42.65824409,0.81146097,5.06080066,1.19393814,6.5313279,0.10250553,0.57273794,0.92355898,-1.32381423,0.01688259,0.28097349
Autoformer,12,336,FALSE,FALSE,TRUE,2.8581512,42.82127642,1.13364911,5.22296104,1.69060671,6.54379679,0.13960205,0.62249227,0.82129113,-1.61566158,0.03040238,0.43713889
Autoformer,12,720,FALSE,FALSE,TRUE,5.83040476,42.14101613,1.68070412,5.4095626,2.41462302,6.49161121,0.21747848,0.69100811,0.52994953,-2.25298153,0.07142002,0.69665009
Autoformer,24,1,FALSE,FALSE,TRUE,0.08024428,18.79779439,0.15852183,2.96074845,0.2832742,4.33564233,0.01895557,0.28094712,0.99605126,0.07498008,0.00090364,0.06283899
Autoformer,24,12,FALSE,FALSE,TRUE,0.10859718,25.97762788,0.20251665,3.5395071,0.32954088,5.09682527,0.02687097,0.34089242,0.99431066,-0.28276844,0.00136774,0.07546462
Autoformer,24,24,FALSE,FALSE,TRUE,0.21718398,27.10831158,0.28236741,3.72924151,0.46603003,5.20656428,0.03669575,0.38088407,0.98866723,-0.34365271,0.00260664,0.10654739
Autoformer,24,96,FALSE,FALSE,TRUE,0.8245123,46.52951037,0.59680897,5.41526355,0.90802658,6.82125431,0.07452933,0.63295428,0.95809617,-1.37826624,0.00963636,0.2053604
Autoformer,24,192,FALSE,FALSE,TRUE,1.50282764,39.74212746,0.83965445,4.87580831,1.22589874,6.30413574,0.10492387,0.55199104,0.92009378,-1.17018575,0.0174232,0.28664538
Autoformer,24,336,FALSE,FALSE,TRUE,3.05184698,41.3917623,1.18470085,5.13101049,1.74695361,6.433643,0.14631867,0.61242426,0.81188578,-1.53558639,0.03286584,0.44815052
Autoformer,24,720,FALSE,FALSE,TRUE,5.98396683,43.23743662,1.70894182,5.52114734,2.44621491,6.57551797,0.21934152,0.71002537,0.52397078,-2.34746603,0.07221562,0.70154315
Autoformer,48,1,FALSE,FALSE,TRUE,0.13779797,20.22092579,0.22583976,3.06116697,0.3712115,4.49676837,0.02888873,0.28674473,0.99284301,0.00075798,0.00162818,0.08459898
Autoformer,48,12,FALSE,FALSE,TRUE,0.14534038,28.89607347,0.23666191,3.80415091,0.38123533,5.37550681,0.03092805,0.37143161,0.99248794,-0.43288171,0.00178896,0.08670849
Autoformer,48,24,FALSE,FALSE,TRUE,0.30674827,29.08427034,0.33929271,3.89125266,0.55384862,5.39298344,0.04236355,0.3965474,0.98422263,-0.44772654,0.00343091,0.12571315
Autoformer,48,96,FALSE,FALSE,TRUE,0.78954959,37.60669966,0.60133964,4.68752604,0.88856602,6.13243016,0.07762797,0.51706436,0.95661464,-0.93093043,0.01008874,0.20978552
Autoformer,48,192,FALSE,FALSE,TRUE,1.56228149,39.5239051,0.85430336,4.87526715,1.24991262,6.28680404,0.10819436,0.55110252,0.90857394,-1.16902899,0.01828222,0.30879959
Autoformer,48,336,FALSE,FALSE,TRUE,3.3424499,43.04915138,1.26442206,5.27952461,1.82823682,6.56118521,0.15603472,0.6310838,0.79924568,-1.65258717,0.03624416,0.46192649
Autoformer,48,720,FALSE,FALSE,TRUE,6.28327465,42.91237467,1.75912344,5.51253481,2.50664616,6.55075375,0.22230485,0.70498371,0.51372044,-2.34195164,0.07357655,0.71031916
Autoformer,72,1,FALSE,FALSE,TRUE,0.16245845,20.1400304,0.24539968,3.09760624,0.40306136,4.48776452,0.02930429,0.29492606,0.99169475,0.00029018,0.00159893,0.09113313
Autoformer,72,12,FALSE,FALSE,TRUE,0.26720151,27.316656,0.32506809,3.69310977,0.51691538,5.22653384,0.04095596,0.3584656,0.98639285,-0.36069459,0.00297922,0.11666625
Autoformer,72,24,FALSE,FALSE,TRUE,0.50824404,28.01195628,0.45523438,3.7870956,0.71291238,5.29263226,0.054628,0.38124208,0.97423394,-0.40068633,0.00541731,0.1605939
Autoformer,72,96,FALSE,FALSE,TRUE,0.89037478,47.12671715,0.64826554,5.45393438,0.94359672,6.86489018,0.08186832,0.62779382,0.95229007,-1.43128087,0.0108201,0.21949686
Autoformer,72,192,FALSE,FALSE,TRUE,1.80194819,40.05382178,0.9349553,4.93344162,1.3423667,6.32880888,0.11746515,0.55679928,0.89729841,-1.20949563,0.02087766,0.32626531
Autoformer,72,336,FALSE,FALSE,TRUE,3.47179508,42.64392916,1.28244197,5.23906672,1.86327541,6.53023194,0.1547984,0.61837525,0.79694982,-1.64320063,0.03614129,0.46420524
Autoformer,72,720,FALSE,FALSE,TRUE,6.41849566,42.61228923,1.78632832,5.48086165,2.53347492,6.52780892,0.22229572,0.69364525,0.50861254,-2.33827518,0.07276531,0.70953429
Autoformer,96,1,FALSE,FALSE,TRUE,0.22119224,20.63223619,0.2756775,3.11823538,0.47031078,4.54227214,0.03465804,0.29184361,0.98885082,-0.02885935,0.00231467,0.10558968
Autoformer,96,12,FALSE,FALSE,TRUE,0.48992953,27.34132565,0.44509396,3.66917578,0.69994968,5.22889335,0.05203532,0.35094364,0.97534133,-0.36818528,0.00470074,0.15703481
Autoformer,96,24,FALSE,FALSE,TRUE,0.68763989,28.65645269,0.56643248,3.86554285,0.82924056,5.35317221,0.07262512,0.39010178,0.96544894,-0.43958657,0.00936377,0.18590243
Autoformer,96,96,FALSE,FALSE,TRUE,0.96042132,47.40337938,0.67226893,5.48407396,0.98001087,6.88501121,0.0837701,0.62879741,0.94953642,-1.45737267,0.01138853,0.22542803
Autoformer,96,192,FALSE,FALSE,TRUE,1.817716,41.23444692,0.93170708,5.05820508,1.34822702,6.42140537,0.11526101,0.57418435,0.89931896,-1.28676523,0.02032906,0.32279399
Autoformer,96,336,FALSE,FALSE,TRUE,3.73464251,43.01177381,1.3349328,5.28233183,1.9325223,6.55833621,0.16455044,0.62151412,0.75474628,-1.681904,0.04023033,0.51011866
Autoformer,96,720,FALSE,FALSE,TRUE,5.98162794,44.92295854,1.74693942,5.68839683,2.44573665,6.70245914,0.22414319,0.72333162,0.49027764,-2.54025604,0.07347135,0.71863288
Autoformer,120,1,FALSE,FALSE,TRUE,0.5614717,20.63696798,0.48894122,3.13882134,0.74931413,4.54279297,0.05741291,0.29520084,0.97186437,-0.03412878,0.00568763,0.16773678
Autoformer,120,12,FALSE,FALSE,TRUE,0.6509251,27.66947736,0.53363061,3.71019988,0.80679929,5.26017845,0.06362364,0.35480014,0.96526466,-0.39147149,0.00686985,0.18640141
Autoformer,120,24,FALSE,FALSE,TRUE,0.67786509,28.85943391,0.5353893,3.88838934,0.82332563,5.37209772,0.0643147,0.39110718,0.96394157,-0.45702472,0.00681649,0.18993743
Autoformer,120,96,FALSE,FALSE,TRUE,1.09038866,47.46790162,0.73121977,5.50411395,1.04421675,6.88969532,0.08905931,0.62906335,0.94339546,-1.47317004,0.01226475,0.23843412
Autoformer,120,192,FALSE,FALSE,TRUE,1.88741827,43.77434734,0.9707287,5.27314519,1.37383342,6.61621851,0.12046171,0.60337177,0.89723588,-1.44109625,0.02184661,0.32462847
Autoformer,120,336,FALSE,FALSE,TRUE,3.85367703,43.19979929,1.34841967,5.30455039,1.9630785,6.57265542,0.16310333,0.6207642,0.7558934,-1.70997302,0.03982534,0.50987577
Autoformer,120,720,FALSE,FALSE,TRUE,6.44350576,44.02271757,1.8104198,5.60356778,2.53840613,6.63496176,0.22859256,0.7017832,0.47089957,-2.49003733,0.07734119,0.73686564
Autoformer,144,1,FALSE,FALSE,TRUE,0.49582732,20.2534404,0.46440625,3.13248545,0.70415008,4.50038225,0.05624468,0.29627039,0.97376221,-0.02016195,0.0057438,0.16198084
Autoformer,144,12,FALSE,FALSE,TRUE,0.56890243,28.36974531,0.47403288,3.75257345,0.75425619,5.32632569,0.05720977,0.35551191,0.97000688,-0.43413732,0.00580975,0.17317659
Autoformer,144,24,FALSE,FALSE,TRUE,0.5288927,31.18888104,0.47605494,4.13152926,0.7272501,5.58470062,0.05839793,0.42297983,0.97223371,-0.58273785,0.00571057,0.16664869
Autoformer,144,96,FALSE,FALSE,TRUE,1.14156699,36.9779553,0.74756992,4.66928282,1.06844139,6.0809502,0.09413477,0.50359884,0.93606064,-0.93672523,0.01345134,0.25483844
Autoformer,144,192,FALSE,FALSE,TRUE,1.97909021,41.05782635,0.98783064,5.04771195,1.40680146,6.40763813,0.12312371,0.56441163,0.88064428,-1.30290237,0.02280644,0.35163265
Autoformer,144,336,FALSE,FALSE,TRUE,4.16889429,43.81880434,1.41559613,5.36067098,2.04178715,6.61957735,0.16851655,0.62405845,0.74304942,-1.76566885,0.04208712,0.52224195
Autoformer,144,720,FALSE,FALSE,TRUE,6.60918951,44.77265539,1.82972479,5.68117229,2.5708344,6.69123721,0.22443224,0.71047259,0.46959731,-2.57061841,0.07467362,0.73730284
Autoformer,168,1,FALSE,FALSE,TRUE,0.41626993,20.809161,0.38188475,3.17234164,0.64518982,4.56170593,0.045182,0.29729463,0.97830794,-0.05330587,0.00396874,0.14728223
Autoformer,168,12,FALSE,FALSE,TRUE,0.77963084,27.74077115,0.58841991,3.71228161,0.88296705,5.26695084,0.06988125,0.34918811,0.9595159,-0.40897036,0.00848269,0.20119947
Autoformer,168,24,FALSE,FALSE,TRUE,0.50944757,29.81359668,0.48046851,3.98055424,0.71375597,5.46018284,0.05818987,0.39788248,0.97365529,-0.52019175,0.00550491,0.16234426
Autoformer,168,96,FALSE,FALSE,TRUE,1.50747967,38.57460464,0.86711287,4.82364841,1.22779465,6.21084573,0.10905894,0.52406123,0.91763302,-1.03124567,0.01861972,0.28856215
Autoformer,168,192,FALSE,FALSE,TRUE,2.17979884,42.32697456,1.02829921,5.17655835,1.4764142,6.50591843,0.12434732,0.5817086,0.87076421,-1.38844205,0.02333711,0.36310342
